1	1804289408.000000	1804289408.000000
2	2651220224.000000	1325610112.000000
3	4332913152.000000	1444304384.000000
4	6047549952.000000	1511887488.000000
5	8005297664.000000	1601059532.800000
6	8429535744.000000	1404922624.000000
7	9149421568.000000	1307060224.000000
8	10799181824.000000	1349897728.000000
9	11395698688.000000	1266188743.111111
10	12585339904.000000	1258533990.400000
11	13610542080.000000	1237322007.272727
12	14961032192.000000	1246752682.666667
13	15744400384.000000	1211107721.846154
14	16846920704.000000	1203351478.857143
15	18891819008.000000	1259454600.533333
16	20859332608.000000	1303708288.000000
17	22224513024.000000	1307324295.529412
18	23764895744.000000	1320271985.777778
19	24068984832.000000	1266788675.368421
20	25372440576.000000	1268622028.800000
21	25407444992.000000	1209878332.952381
22	25929039872.000000	1178592721.454545
23	26223742976.000000	1140162738.086957
24	27950698496.000000	1164612437.333333
25	28287164416.000000	1131486576.640000
26	29148186624.000000	1121084100.923077
27	29426909184.000000	1089885525.333333
28	29660573696.000000	1059306203.428571
29	31805747200.000000	1096749903.448276
30	32274450432.000000	1075815014.400000
31	33375965184.000000	1076644038.193548
32	35177943040.000000	1099310720.000000
33	36493578240.000000	1105866007.272727
34	37129302016.000000	1092038294.588235
35	38498435072.000000	1099955287.771429
36	39624331264.000000	1100675868.444444
37	40684294144.000000	1099575517.405406
38	42773311488.000000	1125613460.210526
39	43401486336.000000	1112858624.000000
40	45057966080.000000	1126449152.000000
41	46189142016.000000	1126564439.414634
42	47842521088.000000	1139107644.952381
43	48702005248.000000	1132604773.209302
44	50616549376.000000	1150376122.181818
45	51224965120.000000	1138332558.222222
46	51981864960.000000	1130040542.608696
47	53716439040.000000	1142902958.297872
48	55690035200.000000	1160209066.666667
49	55839834112.000000	1139588451.265306
50	57878499328.000000	1157569986.560000
51	59008065536.000000	1157020892.862745
52	59192868864.000000	1138324401.230769
53	59605643264.000000	1124634778.566038
54	61029912576.000000	1130183566.222222
55	62941671424.000000	1144394025.890909
56	63690911744.000000	1137337709.714286
57	63828717568.000000	1119802062.596491
58	63871717376.000000	1101236506.482759
59	64854626304.000000	1099230954.305085
60	64990121984.000000	1083168699.733333
61	65501822976.000000	1073800376.655738
62	67586244608.000000	1090100719.483871
63	69523718144.000000	1103551081.650794
64	71351058432.000000	1114860288.000000
65	71923720192.000000	1106518772.184615
66	73082847232.000000	1107315867.151515
67	73888595968.000000	1102814865.194030
68	75521220608.000000	1110606185.411765
69	76621881344.000000	1110462048.463768
70	78055809024.000000	1115082986.057143
71	79197421568.000000	1115456641.802817
72	79281774592.000000	1101135758.222222
73	80221593600.000000	1098925939.726027
74	82222694400.000000	1111117491.891892
75	84221591552.000000	1122954554.026667
76	85769822208.000000	1128550292.210526
