1	1804289408.00
2	1325610112.00
3	1444304384.00
4	1511887488.00
5	1601059532.80
6	1404922624.00
7	1307060224.00
8	1349897728.00
9	1266188743.11
10	1258533990.40
11	1237322007.27
12	1246752682.67
13	1211107721.85
14	1203351478.86
15	1259454600.53
16	1303708288.00
17	1307324295.53
18	1320271985.78
19	1266788675.37
20	1268622028.80
21	1209878332.95
22	1178592721.45
23	1140162738.09
24	1164612437.33
25	1131486576.64
26	1121084100.92
27	1089885525.33
28	1059306203.43
29	1096749903.45
30	1075815014.40
31	1076644038.19
32	1099310720.00
33	1105866007.27
34	1092038294.59
35	1099955287.77
36	1100675868.44
37	1099575517.41
38	1125613460.21
39	1112858624.00
40	1126449152.00
41	1126564439.41
42	1139107644.95
43	1132604773.21
44	1150376122.18
45	1138332558.22
46	1130040542.61
47	1142902958.30
48	1160209066.67
49	1139588451.27
50	1157569986.56
51	1157020892.86
52	1138324401.23
53	1124634778.57
54	1130183566.22
55	1144394025.89
56	1137337709.71
57	1119802062.60
58	1101236506.48
59	1099230954.31
60	1083168699.73
61	1073800376.66
62	1090100719.48
63	1103551081.65
64	1114860288.00
65	1106518772.18
66	1107315867.15
67	1102814865.19
68	1110606185.41
69	1110462048.46
70	1115082986.06
71	1115456641.80
72	1101135758.22
73	1098925939.73
74	1111117491.89
75	1122954554.03
76	1128550292.21
77	1121822587.01
78	1127773420.31
79	1130894608.20
80	1126262374.40
81	1130594607.41
82	1121153523.51
83	1119032628.43
84	1128210139.43
85	1135886432.38
86	1130927223.07
87	1123579880.46
88	1132613073.45
89	1128340951.73
90	1132188376.18
91	1142318136.26
92	1143641755.83
93	1146522458.84
94	1153942375.49
95	1151731906.02
96	1160403541.33
97	1157261628.70
98	1163306882.61
99	1166398226.10
100	1174297231.36
101	1172929343.37
102	1165973945.73
103	1174465963.50
104	1182172632.62
105	1173933806.93
106	1180708632.15
107	1182540388.49
108	1180179949.04
109	1181559742.24
110	1176305291.64
111	1180914512.72
112	1176265801.14
113	1174351908.25
114	1168309840.84
115	1161652597.98
116	1156752207.45
117	1157078689.91
118	1154852829.29
119	1148208893.85
120	1154868428.80
121	1147155142.88
122	1139971458.10
123	1139353483.45
124	1143335374.45
125	1151106547.71
126	1157906562.03
127	1160362741.92
128	1157726208.00
129	1161233146.05
130	1158390516.18
131	1154369989.37
132	1149403384.24
133	1150198683.91
134	1145532110.33
135	1139470791.11
136	1142653168.94
137	1136279432.41
138	1140393123.25
139	1134724132.83
140	1138047736.69
141	1131111620.09
142	1137514582.54
143	1130348773.15
144	1130277205.33
145	1125091878.84
146	1120916746.52
147	1124946282.23
148	1127976074.38
149	1129868569.77
150	1136186053.97
151	1137755848.05
152	1141004288.00
153	1134858855.74
154	1129370823.48
155	1129291934.55
156	1123129816.62
157	1116932343.85
158	1112644802.43
159	1111879035.97
160	1115931340.80
161	1116647245.91
162	1119770345.88
163	1113584897.57
164	1108861127.80
165	1115155710.45
166	1111081256.10
167	1115872151.76
168	1110833834.67
169	1116939936.57
170	1111052528.94
171	1115487681.12
172	1109905312.74
173	1103541289.43
174	1108591533.61
175	1109544608.91
176	1105441233.45
177	1101175026.98
178	1099714237.84
179	1104524247.96
180	1108167338.67
181	1106305340.82
182	1106745681.58
183	1107497430.03
184	1106760481.39
185	1108757177.43
186	1103946520.77
187	1104138787.59
188	1106916112.34
189	1104516957.46
190	1109918385.85
191	1110594415.25
192	1114626048.00
193	1117171563.44
194	1118374626.97
195	1113029479.71
196	1115544095.35
197	1118964491.70
198	1123349679.84
199	1127128470.51
200	1130416046.08
201	1135256326.37
202	1137543796.59
